asv_id,kingdom,phylum,class,order,family,genus,species,Taxonomy
ASV27022,Bacteria,Acidobacteria,Acidobacteria_Gp22,,,Gp22,Unassigned,Bacteria{superkingdom}(100);Acidobacteria{phylum}(100);Acidobacteria_Gp22{class}(100);{order}(100);{family}(100);Gp22{genus}(100);Unassigned{species}(0)
ASV27023,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Unassigned,Bacteria{superkingdom}(97);Bacteroidetes{phylum}(97);Flavobacteriia{class}(97);Flavobacteriales{order}(97);Flavobacteriaceae{family}(97);Tenacibaculum{genus}(97);Unassigned{species}(0)
ASV27024,Bacteria,Proteobacteria,Deltaproteobacteria,,,,uncultured_SAR324_cluster_bacterium,Bacteria{superkingdom}(99);Proteobacteria{phylum}(99);Deltaproteobacteria{class}(99);{order}(99);{family}(99);{genus}(99);uncultured_SAR324_cluster_bacterium{species}(99)
ASV27025,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Pseudobacteriovoracaceae,Pseudobacteriovorax,uncultured_bacterium,Bacteria{superkingdom}(98);Proteobacteria{phylum}(98);Deltaproteobacteria{class}(98);Bdellovibrionales{order}(98);Pseudobacteriovoracaceae{family}(98);Pseudobacteriovorax{genus}(98);uncultured_bacterium{species}(98)
ASV27026,Bacteria,candidate_division_ZB3,,,,ZB3_genera_incertae_sedis,uncultured_SAR406_cluster_bacterium,Bacteria{superkingdom}(100);candidate_division_ZB3{phylum}(100);{class}(100);{order}(100);{family}(100);ZB3_genera_incertae_sedis{genus}(100);uncultured_SAR406_cluster_bacterium{species}(100)
ASV27028,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(97);Proteobacteria{phylum}(97);Deltaproteobacteria{class}(97);{order}(97);{family}(97);{genus}(97);Unassigned{species}(0)
ASV27033,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Deltaproteobacteria{class}(100);{order}(100);{family}(100);{genus}(100);Unassigned{species}(0)
ASV27036,Bacteria,Proteobacteria,Alphaproteobacteria,,SAR11,Candidatus_Pelagibacter,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);{order}(100);SAR11{family}(100);Candidatus_Pelagibacter{genus}(100);Unassigned{species}(0)
ASV27038,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(99);Proteobacteria{phylum}(99);Alphaproteobacteria{class}(99);{order}(99);{family}(99);{genus}(99);Unassigned{species}(0)
ASV27045,Bacteria,,,,,,Unassigned,Bacteria{superkingdom}(87);{phylum}(87);{class}(87);{order}(87);{family}(87);{genus}(87);Unassigned{species}(0)
ASV27049,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Unassigned{phylum}(0);Unassigned{class}(0);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27052,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(99);Proteobacteria{phylum}(99);Gammaproteobacteria{class}(99);{order}(99);{family}(99);{genus}(99);Unassigned{species}(0)
ASV27162,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavihumibacter,Unassigned,Bacteria{superkingdom}(100);Bacteroidetes{phylum}(100);Sphingobacteriia{class}(100);Sphingobacteriales{order}(100);Chitinophagaceae{family}(100);Flavihumibacter{genus}(100);Unassigned{species}(0)
ASV27165,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureicoccus,uncultured_Flavobacterium_sp.,Bacteria{superkingdom}(100);Bacteroidetes{phylum}(100);Flavobacteriia{class}(100);Flavobacteriales{order}(100);Flavobacteriaceae{family}(100);Aureicoccus{genus}(100);uncultured_Flavobacterium_sp.{species}(100)
ASV27166,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Unassigned,Bacteria{superkingdom}(83);Chlamydiae{phylum}(83);Chlamydiia{class}(83);Chlamydiales{order}(83);Parachlamydiaceae{family}(83);Parachlamydia{genus}(83);Unassigned{species}(0)
ASV27171,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,,Unassigned,Unassigned,Bacteria{superkingdom}(80);Proteobacteria{phylum}(80);Gammaproteobacteria{class}(80);Gammaproteobacteria_incertae_sedis{order}(80);{family}(80);Unassigned{genus}(0);Unassigned{species}(0)
ASV27173,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Unassigned,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Deltaproteobacteria{class}(100);Bdellovibrionales{order}(100);Bacteriovoracaceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0)
ASV27176,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Phaeocystidibacter,uncultured_marine_microorganism,Bacteria{superkingdom}(88);Bacteroidetes{phylum}(88);Flavobacteriia{class}(88);Flavobacteriales{order}(88);Cryomorphaceae{family}(88);Phaeocystidibacter{genus}(88);uncultured_marine_microorganism{species}(88)
ASV27180,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Unassigned{phylum}(0);Unassigned{class}(0);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27182,Bacteria,Proteobacteria,Alphaproteobacteria,,SAR11,Candidatus_Pelagibacter,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);{order}(100);SAR11{family}(100);Candidatus_Pelagibacter{genus}(100);Unassigned{species}(0)
ASV27183,Bacteria,Proteobacteria,Deltaproteobacteria,,,,uncultured_marine_microorganism,Bacteria{superkingdom}(98);Proteobacteria{phylum}(98);Deltaproteobacteria{class}(98);{order}(98);{family}(98);{genus}(98);uncultured_marine_microorganism{species}(98)
ASV27185,Bacteria,Proteobacteria,Alphaproteobacteria,,SAR11,Candidatus_Pelagibacter,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);{order}(100);SAR11{family}(100);Candidatus_Pelagibacter{genus}(100);Unassigned{species}(0)
ASV27188,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(82);Proteobacteria{phylum}(82);Alphaproteobacteria{class}(82);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27189,Bacteria,Proteobacteria,Alphaproteobacteria,,SAR11,Candidatus_Pelagibacter,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);{order}(100);SAR11{family}(100);Candidatus_Pelagibacter{genus}(100);Unassigned{species}(0)
ASV27191,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Salinirepens,Unassigned,Bacteria{superkingdom}(96);Bacteroidetes{phylum}(96);Flavobacteriia{class}(96);Flavobacteriales{order}(96);Cryomorphaceae{family}(96);Salinirepens{genus}(96);Unassigned{species}(0)
ASV27194,Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,,uncultured_bacterium,Bacteria{superkingdom}(90);Ignavibacteriae{phylum}(90);Ignavibacteria{class}(90);Ignavibacteriales{order}(90);Ignavibacteriaceae{family}(90);{genus}(90);uncultured_bacterium{species}(90)
ASV27195,Bacteria,,,,,,uncultured_Parcubacteria_bacterium,Bacteria{superkingdom}(97);{phylum}(97);{class}(97);{order}(97);{family}(97);{genus}(97);uncultured_Parcubacteria_bacterium{species}(97)
ASV27197,Bacteria,Actinobacteria,Actinobacteria,,,,uncultured_marine_bacterium,Bacteria{superkingdom}(93);Actinobacteria{phylum}(93);Actinobacteria{class}(93);{order}(93);{family}(93);{genus}(93);uncultured_marine_bacterium{species}(93)
ASV27198,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Pseudobacteriovoracaceae,Pseudobacteriovorax,uncultured_bacterium,Bacteria{superkingdom}(87);Proteobacteria{phylum}(87);Deltaproteobacteria{class}(87);Bdellovibrionales{order}(87);Pseudobacteriovoracaceae{family}(87);Pseudobacteriovorax{genus}(87);uncultured_bacterium{species}(87)
ASV27204,Bacteria,,,,,,Unassigned,Bacteria{superkingdom}(97);{phylum}(97);{class}(97);{order}(97);{family}(97);{genus}(97);Unassigned{species}(0)
ASV27205,Bacteria,Acidobacteria,Acidobacteria_Gp22,,,Gp22,Unassigned,Bacteria{superkingdom}(100);Acidobacteria{phylum}(100);Acidobacteria_Gp22{class}(100);{order}(100);{family}(100);Gp22{genus}(100);Unassigned{species}(0)
ASV27206,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,Unassigned,Bacteria{superkingdom}(99);Bacteroidetes{phylum}(99);Flavobacteriia{class}(99);Flavobacteriales{order}(99);Flavobacteriaceae{family}(99);{genus}(99);Unassigned{species}(0)
ASV27207,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,Bacteroidetes_bacterium_SCGC_AAA015-O21,Bacteria{superkingdom}(100);Bacteroidetes{phylum}(100);Flavobacteriia{class}(100);Flavobacteriales{order}(100);Flavobacteriaceae{family}(100);{genus}(100);Bacteroidetes_bacterium_SCGC_AAA015-O21{species}(100)
ASV27214,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,,uncultured_marine_microorganism,Bacteria{superkingdom}(88);Bacteroidetes{phylum}(88);Flavobacteriia{class}(88);Flavobacteriales{order}(88);Cryomorphaceae{family}(88);{genus}(88);uncultured_marine_microorganism{species}(88)
ASV27215,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,uncultured_gamma_proteobacterium,Bacteria{superkingdom}(96);Proteobacteria{phylum}(96);Gammaproteobacteria{class}(96);Legionellales{order}(96);Coxiellaceae{family}(96);Coxiella{genus}(96);uncultured_gamma_proteobacterium{species}(96)
ASV27219,Bacteria,,,,,,Gemmatimonadetes_bacterium_SCGC_AAA003-K10,Bacteria{superkingdom}(94);{phylum}(94);{class}(94);{order}(94);{family}(94);{genus}(94);Gemmatimonadetes_bacterium_SCGC_AAA003-K10{species}(94)
ASV27222,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Unassigned{phylum}(0);Unassigned{class}(0);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27223,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Unassigned,Unassigned,Bacteria{superkingdom}(100);Bacteroidetes{phylum}(100);Flavobacteriia{class}(100);Flavobacteriales{order}(100);Flavobacteriaceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0)
ASV27224,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);{order}(100);{family}(100);{genus}(100);Unassigned{species}(0)
ASV27225,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Pseudobacteriovoracaceae,Pseudobacteriovorax,uncultured_bacterium,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Deltaproteobacteria{class}(100);Bdellovibrionales{order}(100);Pseudobacteriovoracaceae{family}(100);Pseudobacteriovorax{genus}(100);uncultured_bacterium{species}(100)
ASV27227,Bacteria,Proteobacteria,Alphaproteobacteria,,SAR11,Candidatus_Pelagibacter,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);{order}(100);SAR11{family}(100);Candidatus_Pelagibacter{genus}(100);Unassigned{species}(0)
ASV27230,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(84);Proteobacteria{phylum}(84);Gammaproteobacteria{class}(84);{order}(84);{family}(84);{genus}(84);Unassigned{species}(0)
ASV27231,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,Unassigned,Bacteria{superkingdom}(100);Lentisphaerae{phylum}(100);Lentisphaeria{class}(100);Lentisphaerales{order}(100);Lentisphaeraceae{family}(100);Lentisphaera{genus}(100);Unassigned{species}(0)
ASV27237,Bacteria,,,,,,uncultured_marine_bacterium,Bacteria{superkingdom}(93);{phylum}(93);{class}(93);{order}(93);{family}(93);{genus}(93);uncultured_marine_bacterium{species}(93)
ASV27239,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Unassigned{phylum}(0);Unassigned{class}(0);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27240,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(94);Proteobacteria{phylum}(94);Gammaproteobacteria{class}(94);{order}(94);{family}(94);{genus}(94);Unassigned{species}(0)
ASV27241,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,,,Unassigned,Bacteria{superkingdom}(86);Bacteroidetes{phylum}(86);Flavobacteriia{class}(86);Flavobacteriales{order}(86);{family}(86);{genus}(86);Unassigned{species}(0)
ASV27243,Bacteria,Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(94);Proteobacteria{phylum}(94);Unassigned{class}(0);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27248,Bacteria,,,,,,uncultured_Chlorobi_bacterium,Bacteria{superkingdom}(100);{phylum}(100);{class}(100);{order}(100);{family}(100);{genus}(100);uncultured_Chlorobi_bacterium{species}(100)
ASV27249,Bacteria,,,,,,uncultured_bacterium,Bacteria{superkingdom}(88);{phylum}(88);{class}(88);{order}(88);{family}(88);{genus}(88);uncultured_bacterium{species}(88)
ASV27255,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(88);Bacteroidetes{phylum}(88);Flavobacteriia{class}(88);Flavobacteriales{order}(88);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27258,Bacteria,Proteobacteria,Alphaproteobacteria,,SAR11,Candidatus_Pelagibacter,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);{order}(100);SAR11{family}(100);Candidatus_Pelagibacter{genus}(100);Unassigned{species}(0)
ASV27259,Bacteria,Bacteroidetes,,,,,Unassigned,Bacteria{superkingdom}(91);Bacteroidetes{phylum}(91);{class}(91);{order}(91);{family}(91);{genus}(91);Unassigned{species}(0)
ASV27261,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,,,Unassigned,Bacteria{superkingdom}(85);Proteobacteria{phylum}(85);Gammaproteobacteria{class}(85);Gammaproteobacteria_incertae_sedis{order}(85);{family}(85);{genus}(85);Unassigned{species}(0)
ASV27263,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,,Unassigned,Unassigned,Bacteria{superkingdom}(88);Proteobacteria{phylum}(88);Gammaproteobacteria{class}(88);Gammaproteobacteria_incertae_sedis{order}(88);{family}(88);Unassigned{genus}(0);Unassigned{species}(0)
ASV27264,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,,Halioglobus,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);Gammaproteobacteria_incertae_sedis{order}(100);{family}(100);Halioglobus{genus}(100);Unassigned{species}(0)
ASV27265,Bacteria,Marinimicrobia,,,,Marinimicrobia_genera_incertae_sedis,uncultured_Fibrobacteres/Acidobacteria_group_bacterium,Bacteria{superkingdom}(84);Marinimicrobia{phylum}(84);{class}(84);{order}(84);{family}(84);Marinimicrobia_genera_incertae_sedis{genus}(84);uncultured_Fibrobacteres/Acidobacteria_group_bacterium{species}(84)
ASV27271,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,Bacteroidetes_bacterium_SCGC_AAA015-O21,Bacteria{superkingdom}(98);Bacteroidetes{phylum}(98);Flavobacteriia{class}(98);Flavobacteriales{order}(98);Flavobacteriaceae{family}(98);{genus}(98);Bacteroidetes_bacterium_SCGC_AAA015-O21{species}(98)
ASV27274,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Unassigned{phylum}(0);Unassigned{class}(0);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27278,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,Bacteroidetes_bacterium_SCGC_AAA015-O21,Bacteria{superkingdom}(100);Bacteroidetes{phylum}(100);Flavobacteriia{class}(100);Flavobacteriales{order}(100);Flavobacteriaceae{family}(100);{genus}(100);Bacteroidetes_bacterium_SCGC_AAA015-O21{species}(100)
ASV27280,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(99);Proteobacteria{phylum}(99);Alphaproteobacteria{class}(99);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27281,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27282,Bacteria,Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(91);Proteobacteria{phylum}(91);Unassigned{class}(0);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27285,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Unassigned,Unassigned,Bacteria{superkingdom}(100);Planctomycetes{phylum}(100);Planctomycetia{class}(100);Planctomycetales{order}(100);Planctomycetaceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0)
ASV27286,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Pseudobacteriovoracaceae,Pseudobacteriovorax,uncultured_bacterium,Bacteria{superkingdom}(98);Proteobacteria{phylum}(98);Deltaproteobacteria{class}(98);Bdellovibrionales{order}(98);Pseudobacteriovoracaceae{family}(98);Pseudobacteriovorax{genus}(98);uncultured_bacterium{species}(98)
ASV27287,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);{order}(100);{family}(100);{genus}(100);Unassigned{species}(0)
ASV27288,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,uncultured_bacterium,Bacteria{superkingdom}(93);Proteobacteria{phylum}(93);Gammaproteobacteria{class}(93);Legionellales{order}(93);Coxiellaceae{family}(93);Coxiella{genus}(93);uncultured_bacterium{species}(93)
ASV27289,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Unassigned,Unassigned,Bacteria{superkingdom}(100);Bacteroidetes{phylum}(100);Flavobacteriia{class}(100);Flavobacteriales{order}(100);Flavobacteriaceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0)
ASV27290,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Iamiaceae,,uncultured_marine_microorganism,Bacteria{superkingdom}(86);Actinobacteria{phylum}(86);Actinobacteria{class}(86);Acidimicrobiales{order}(86);Iamiaceae{family}(86);{genus}(86);uncultured_marine_microorganism{species}(86)
ASV27291,Bacteria,Proteobacteria,Gammaproteobacteria,,,,uncultured_marine_bacterium,Bacteria{superkingdom}(95);Proteobacteria{phylum}(95);Gammaproteobacteria{class}(95);{order}(95);{family}(95);{genus}(95);uncultured_marine_bacterium{species}(95)
ASV27294,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27295,Bacteria,,,,,,uncultured_Nitrospiraceae_bacterium,Bacteria{superkingdom}(100);{phylum}(100);{class}(100);{order}(100);{family}(100);{genus}(100);uncultured_Nitrospiraceae_bacterium{species}(100)
ASV27296,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,Unassigned,Bacteria{superkingdom}(83);Proteobacteria{phylum}(83);Deltaproteobacteria{class}(83);Myxococcales{order}(83);{family}(83);{genus}(83);Unassigned{species}(0)
ASV27297,Bacteria,Proteobacteria,,,,,Unassigned,Bacteria{superkingdom}(91);Proteobacteria{phylum}(91);{class}(91);{order}(91);{family}(91);{genus}(91);Unassigned{species}(0)
ASV27302,Bacteria,Proteobacteria,Alphaproteobacteria,,SAR11,Candidatus_Pelagibacter,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);{order}(100);SAR11{family}(100);Candidatus_Pelagibacter{genus}(100);Unassigned{species}(0)
ASV27303,Bacteria,Verrucomicrobia,Subdivision3,,,,uncultured_bacterium,Bacteria{superkingdom}(100);Verrucomicrobia{phylum}(100);Subdivision3{class}(100);{order}(100);{family}(100);{genus}(100);uncultured_bacterium{species}(100)
ASV27307,Bacteria,,,,,,Unassigned,Bacteria{superkingdom}(86);{phylum}(86);{class}(86);{order}(86);{family}(86);{genus}(86);Unassigned{species}(0)
ASV27313,Bacteria,candidate_division_ZB3,,,,ZB3_genera_incertae_sedis,uncultured_bacterium,Bacteria{superkingdom}(98);candidate_division_ZB3{phylum}(98);{class}(98);{order}(98);{family}(98);ZB3_genera_incertae_sedis{genus}(98);uncultured_bacterium{species}(98)
ASV27314,Bacteria,Proteobacteria,Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Gammaproteobacteria{class}(100);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27315,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Unassigned,Unassigned,Bacteria{superkingdom}(100);Bacteroidetes{phylum}(100);Cytophagia{class}(100);Cytophagales{order}(100);Flammeovirgaceae{family}(100);Unassigned{genus}(0);Unassigned{species}(0)
ASV27317,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Unassigned,Bacteria{superkingdom}(100);Planctomycetes{phylum}(100);Phycisphaerae{class}(100);Phycisphaerales{order}(100);Phycisphaeraceae{family}(100);Phycisphaera{genus}(100);Unassigned{species}(0)
ASV27318,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Unassigned,Bacteria{superkingdom}(99);Bacteroidetes{phylum}(99);Flavobacteriia{class}(99);Flavobacteriales{order}(99);Cryomorphaceae{family}(99);Owenweeksia{genus}(99);Unassigned{species}(0)
ASV27320,Bacteria,Proteobacteria,,,,,Unassigned,Bacteria{superkingdom}(91);Proteobacteria{phylum}(91);{class}(91);{order}(91);{family}(91);{genus}(91);Unassigned{species}(0)
ASV27323,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,Unassigned,Bacteria{superkingdom}(99);Proteobacteria{phylum}(99);Alphaproteobacteria{class}(99);Rhodospirillales{order}(99);Rhodospirillaceae{family}(99);{genus}(99);Unassigned{species}(0)
ASV27324,Bacteria,,,,,,uncultured_marine_bacterium,Bacteria{superkingdom}(84);{phylum}(84);{class}(84);{order}(84);{family}(84);{genus}(84);uncultured_marine_bacterium{species}(84)
ASV27326,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda_sp._mur2,Bacteria{superkingdom}(81);Bacteroidetes{phylum}(81);Flavobacteriia{class}(81);Flavobacteriales{order}(81);Flavobacteriaceae{family}(81);Muricauda{genus}(81);Muricauda_sp._mur2{species}(81)
ASV27327,Bacteria,Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(99);Proteobacteria{phylum}(99);Unassigned{class}(0);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27329,Bacteria,,,,,,unidentified_marine_bacterioplankton,Bacteria{superkingdom}(100);{phylum}(100);{class}(100);{order}(100);{family}(100);{genus}(100);unidentified_marine_bacterioplankton{species}(100)
ASV27331,Bacteria,Proteobacteria,Alphaproteobacteria,,,,alpha_proteobacterium_SCGC_AAA240-L17,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);{order}(100);{family}(100);{genus}(100);alpha_proteobacterium_SCGC_AAA240-L17{species}(100)
ASV27336,Bacteria,Bacteroidetes,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Bacteroidetes{phylum}(100);Unassigned{class}(0);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27337,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(85);Bacteroidetes{phylum}(85);Cytophagia{class}(85);Cytophagales{order}(85);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27338,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);{order}(100);{family}(100);{genus}(100);Unassigned{species}(0)
ASV27339,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,uncultured_Sphingobacteriales_bacterium,Bacteria{superkingdom}(94);Bacteroidetes{phylum}(94);Flavobacteriia{class}(94);Flavobacteriales{order}(94);Flavobacteriaceae{family}(94);{genus}(94);uncultured_Sphingobacteriales_bacterium{species}(94)
ASV27343,Bacteria,Marinimicrobia,,,,Marinimicrobia_genera_incertae_sedis,Unassigned,Bacteria{superkingdom}(100);Marinimicrobia{phylum}(100);{class}(100);{order}(100);{family}(100);Marinimicrobia_genera_incertae_sedis{genus}(100);Unassigned{species}(0)
ASV27346,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Bacteria{superkingdom}(100);Proteobacteria{phylum}(100);Alphaproteobacteria{class}(100);Unassigned{order}(0);Unassigned{family}(0);Unassigned{genus}(0);Unassigned{species}(0)
ASV27347,Bacteria,Proteobacteria,,,,,Unassigned,Bacteria{superkingdom}(96);Proteobacteria{phylum}(96);{class}(96);{order}(96);{family}(96);{genus}(96);Unassigned{species}(0)
ASV27349,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Iamiaceae,,unidentified_marine_bacterioplankton,Bacteria{superkingdom}(96);Actinobacteria{phylum}(96);Actinobacteria{class}(96);Acidimicrobiales{order}(96);Iamiaceae{family}(96);{genus}(96);unidentified_marine_bacterioplankton{species}(96)
